ENSXETG00000020444,ENSXETG00000034361,ENSXETG00000027596,ENSXETG00000016681,ENSXETG00000040503,ENSXETG00000016572,ENSXETG00000009516,ENSXETG00000001339,ENSXETG00000011825,ENSXETG00000014751,ENSXETG00000039639,ENSXETG00000000488,ENSXETG00000016385,ENSXETG00000027751,ENSXETG00000007390,ENSXETG00000024684,ENSXETG00000046081,ENSXETG00000017402,ENSXETG00000023384,ENSXETG00000005347,ENSXETG00000012164,ENSXETG00000002665,ENSXETG00000010814,ENSXETG00000008512,ENSXETG00000011722,ENSXETG00000002770,ENSXETG00000014251,ENSXETG00000006391,ENSXETG00000009903,ENSXETG00000007404,ENSXETG00000011651,ENSXETG00000014771,ENSXETG00000010361,ENSXETG00000034500,ENSXETG00000044879,ENSXETG00000027727,ENSXETG00000015926,Terms
,,,,,,,,,,,,,,,,,,,,,,,,,,,23113029,,,,,,,,,,americana
,,,,,,,,,,,,,,,,,,,,,,,,,,,33597172,,,,,,,,,,w72310
,,,,,,,,,,,,,,,,,,,,,,,,,,,28267607,,,,,,,,,,amalga-like
,,,,,,,,,,,,,,,,,,,,,,,,,,,24736735,,,,,,,,,,gcps
,,,,,,,,,,,,,,,,,,,,,,,,,,,"35164288,31671511",,,,,,,,,,toxodb9
,,,,,,,,,,,,,,,,,,,,,,,,,,,"35164288,30068910",,,,,,"30068910,33553005",,,,oocysts
,,,,,,,,,,,,,,,,,,,,,,,,,,,"26503705,23267362",,,,,,"23267362,19575787",,,,truncatula
,,,,,,,,,,,,,,,,,,,,,,,,,,,27239333,,,,,,,,,,mya
,,,,,,,,,,,,,,,,,,,,,,,,,,,25545414,,,,,,,,,,boliviensis
,,,,,,,,,,,,,,,,,,,,,,,,,,,31374363,,,,,,,,,,japonica
,,,,,,,,,,,,,,,,,,,,,,,,,,,20547565,,,,,,,,,,ipt
,,,,,,,,,,,,,,,,,,,,,,,,,,,31133003,,,,,,,,,,mfef2
,,,,,,,,,,,,,,,,,,,,,,,,,,,29176891,,,,,29554571,,,,,tryparedoxin
,,,,,,,,,,,,,,,,,,,,,,,,,,,"32295617,32628683",,,,,,,,,,infantum
,,,,,,,,,,,,,,,,,,,,,,,,,,,32098812,,,,,,,35811673,,,falciparumi
,,,,,,,,,,,,,,,,,,,,,,,,,,,24616729,,,,,,,,,,mn1
,,,,,,,,,,,,,,,,,,,,,,,,,,,31852494,,,,,,,,,,nzl
,,,,,,,,,,,,,,,,,,,,,,,,,,,31852494,,,,,,,,,,ezl
,,,,,,,,,,,,,,,,,,,,,,,,,,,29228011,,,,,,,,,,iecs
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pax37bp
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,necl-2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sk2-containing
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22025680,35445918",,,,,,,,sli
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18636753,19665599",,,,,,,xilf3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8631310,14731398",,,,,,,deadenylation
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11777942,14570900",,,"10944119,32882370",,12773398,,rangtp
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11777942,24954387",,,,,,,dsrbd
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14570900,,,,,,,va1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26121143,,,,,,,ebv
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32636874,,,,,,,pgd
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aoe372
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21994946,,,,,prxiv
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29804005,,,,,socs
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28391978,,,,,ptd-cuzn
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35809345,,,,,prdx4-ko
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tpxs
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19462976,14586471,2895105",,,,,thiols
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17141802,,,,,tipin
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8554614,,,,,rbc
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12161445,18172504,19064914",,,,,hyperoxidized
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12853451,15105503,20964547",,,,,overoxidized
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15105503,20964547",,,,,sestrins
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17519234,,,,,cys83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17519234,,,,,dimer-dimer
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17707450,20919932,22166015,29427714",,,,,prdxs
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18172504,14586471",,,,,sulphiredoxin
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16284092,,,,,pcc
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17707404,27238969,25906064",,,,,dodecameric
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aop1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tpx-ii
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asiii
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asprx
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28828729,,,,,ox-ldl
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25204677,25808059",,,,,skn-1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slug
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1383159,"19575787,20496099,33271965",,,,coomassie
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15706081,19106090",,,,,ybp1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8041739,,,,,rwt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8041739,,,,,ywt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11741925,,,,,tsa1delta
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c2c-prx
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17098851,,,preprotein
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1903841,19424157,8307948",,,,methionyl-puromycin
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2852136,,,,reo1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14675757,33044977",,,,dys1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16157662,,,,gic1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ts1159
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18304977,,,,xylem
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ahp6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28068390,,,,inulin
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27573699,,,,cml
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27573699,,,,pbp
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23716598,,,,i6a37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33553005,,,,tenellai
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23691188,,,,chinensis
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34051757,,,,reyan7-33-97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34051757,,,,rrim600
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tim22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25812137,,,hpda
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25812137,22046314",,,hmgr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22046314,,,hmgx
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12773398,,hnmd3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10594042,hif-1alpha
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24529706,bmal1clock
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15539428,ubc9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tralpha
11841538,,16135753,,,,,,,,,,,,,,,,,,32737368,,,,,,,,,,,,,,,,,diffuse
11841538,,,,,,,,,,18655028,,,,,,,,,,,,,,,,,,,,,,,,,,,periphery
"12482924,12802069",,,,,,,,,,,,,,,,,,31206022,,,25479903,,,,,,,,,,,,,,,,subdomain
12482924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bp180
12802069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k5k14
12802069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k8k18
15941723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecg
15941723,,,,,,35416576,,,,,,,,,,,"28393127,28566298",,,,,,,,,,,,,,,,,,,,echocardiography
"15941723,29959233",,,,,,,,,,,,,,,,,"30235249,30384889",,,,,,,,,,,,,,,,,,,,arrhythmia
20940358,,,25105228,,24858471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,agenesis
20940358,,,29198722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,autosomal-dominant
"29034528,30479852",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foliaceus
30479852,,27302160,,,,,,,,,,32796722,,,32796722,,,,,,,,,,,,,,,,,,,,,,smoke
29959233,,,,,,,,,35887102,,,,,,,,,,,,,,,,,,26438063,,,,,,,,,,adhesive
31425889,,,,,,,,,,,,,,,18440095,,,,,,26072516,,,31425889,,,,,,,,,,,,,dominantly
,,,,,19007769,,,,,,,,,,,,,,,,,,,,,,,,,,,,27379139,,,,thicken
,,,,,,,,,,,,27666310,,,,,,31391270,,,,,,,,,,,,,,,,,,,lentiviral
30935896,,,,,,,"23806211,27287801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intercalation
30935896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26496923,22025680",,,,,,,,e-cadherin
32331315,,,,,,,,,,,,,,,,,,,,,,,,,,,32708393,,,14570900,,,,,,,proteinaceous
32325910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,serum-evs
32325910,,,,,,,,25783682,,,,,,,,,,,,16449382,,,26162278,,,,,,,,,,,,,,rap1
31425889,,,,,,,,,,,,,,,,,,,,,,,,31425889,,,,,,,,21776009,,,,,scarless
31425889,,,,,,,26158506,,,,,,,,,,,,,,,,,31425889,,,26129968,,,,,,,,,,glycosaminoglycans
30259138,,,,31845906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organoid
30259138,,,,,,,,,,,,,,,,,,,,26082896,,,,,,,26082896,,,,,,,,,,salmonella
29959233,,,,,,,,,,,,,,,,,,,29925238,,,23348515,,,,,,,,,,,33044977,,,,cutaneous
29959233,,,,,,,,,,,,,,,,,30235249,,29026428,,,,,,,,,,,,,,,,,,conduction
29959233,,35154294,,,,,,,,,,,,,,,,,,,,,,,,,29228011,,,,,,34947982,,,,erk12
27213757,33679438,,,,,,,,,,,,30717652,,,,,,,,,,,,,,,,,,,,,,,,predictor
27213757,,,,,,,,,,,,,,,,,,,,,,"22070747,2095458,24821812",,,,,,,,,,,,,,,intermittent
29462933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sca
29462933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,actn2
26104117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,longicornis
26104117,22577081,,,,,,,,,,,,,,,,,,,24552547,,,,,,,31374363,,,,,,,,,,asian
26104117,,,,,,,,,,,,,,,,,,,,,,,,,,,27809902,,,,,,,,,,nymph
26104117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34955646,,,,serotransferrin
26104117,33679438,,,,,,,,,,,,,,,,,,,,,,,,,33097698,,,,,,30655626,,,,,spontaneously
,28366030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mt-nd2
,"3141400,12111463",,,,,,,,,,,,,,,,,,,,,,,,,,26150413,,,,,,,,,,biochemistry
,12644575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ilambda
,12644575,,,,,,,,,,,,,,,,,,24098404,31080378,,,,,,,,,,,,,,,,,electrospray
,1959619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14730085,,,rotenone
,,,,,,,,,,,,,,,,,23322550,,,,,,25555158,,,,,,,,,,,,,,electrostatic
,,,,,,,,,,,,,,,,,,12611891,,,,,,,,,"14760707,19995576,27602567",,,,,,,,,,maldi-tof
,"1417830,8104867",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25278503,,,,,,valine
,1712754,,,19956411,,,,,,,,,,,,,,19107570,24710523,,,,,,,,,,,,,,,,,,infancy
,1989603,,,16510503,,,,,,,,,,,,,,,,,,21600186,,,,,,,,,,,,,,,asymmetry
,7219535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34051757,,,,initiator
,,,,,,,,,,,,,,,,,,32918239,,,,,,,,,,,,,,,,,,,i-deficient
,26929434,,,,,,,,,,,,,,,,,27626371,,,,,,,,,,,,,,,,,,,supercomplex
,"24417559,22577081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,matrilineal
,24417559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,haplogroup
,"24417559,35605315",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32817722,,,,penetration
,24456990,,,,,,,,,,,,,,,,,33240452,,,,,,,,,,,,,,,,,,,nd5
,20801516,,,"35417297,28988713",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,retinitis
,20801516,,,"35417297,28988713",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pigmentosa
,20801516,,,,,,,,,,,,,,,,,,,,,,,,,,"28267607,25202477",,,,,,,,,,amplicons
,19487983,,,,,,,12407145,,,,,,,,,,33752971,,,,,,,,,20547565,,,,,,,,,,adenine
,19487983,,,,,,,12407145,,,,,,,,,,33752971,,,,,,,,,,,,,,,,,,,dinucleotide
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trans-splicing
,,,,,,,,,,,,,,11790253,,,,,,,,,,,,,,,,,,,,,,,membrane-spanning
,15119826,,,,,,,,,,,,,,,,,,,31234367,,,,,,,,,,,,16284092,19740108,,,,cyanobacteria
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clostridum
,,,,,,,,,,,,,,,,,,,,,,,,,,,15998247,,,,,,,,,,anhydrase
,,,,,,,,,,,,,,,,,,,,35122182,,18760763,25555158,,,,,,,,,,,,,,mismatch
,,,,,,,,,,,,,,,,,,,,,16251277,,,,,,,,,,,,,,,,organellar
,29580769,,28163244,,,,,,,,,,,,,,,,,,,,,,,,,,,17890166,,,,,,,uridine
,,,,,,,,,,,,,,,,,,,,,,,,,,,29034959,,,,,,22163185,,,,alga
,35605315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,luteimonas
,35605315,,,,,,,,,,,20059949,,,,,29581457,,,,,,,,,,,,,,,,,,,,prim
,21695218,,,,,,12960062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gonadotropin
,24386424,28293639,,28293639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,successively
,19754951,,,,,,,,,,,,,,,,,,,,,,,,,,18973667,,,,,,,,,,senegalensis
,19754951,,,"17670791,25281935",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zona
,19754951,,,,31638262,,,,,28436273,,,,,,,,,,,,,,,,,,,,,,,,,,,thrombospondin
,19754951,,34102191,18057103,,,,,,,,,,,,,,,,,,,,,,,,,,34343541,,,,,,,transducer
,18366691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,phytophthora
,18366691,,,,,,,,,9341872,,,,,,,,,,,,,,,,,28267607,,,,,,,,,,contig
,36014946,,,,,,,,,,,,,,,,,31408947,,,,,,36014946,,,,,,,,,,,,,fetus
,32272486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cuprizone
,31986467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,atrial
,31986467,,,,,,,,28270566,,,,,,,,16809425,,,33731672,,,,,,,,,,,,,,,,,electrophysiological
,31986467,,,,,,,,,32796906,,,,32796906,,,,,,,,,,,,,,,,,,,,,,,tgf-β
,18614564,,,,,,,,,,,,,,,,,,,,20688971,,,,,,,,,,,,,,,,non-phosphorylated
,32241204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21526488,,,,,anti-oxidant
,31995605,,,,,,,,,10858305,,,28468944,,,,19095005,,,,,,,,,,,,,,,,,,,,mobilization
,27907124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h2-m3
,27907124,,,,,,,,,,,,,,,,,,,,,,,,,,"29176891,22125433",,,,,31654781,,,,,phagocytic
,33679438,,,,,,,,,,,,35892672,,,,,,35892672,,,,,,,,,,,,,,,,,,stiffness
,33679438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perindopril
,33679438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pwv
,33679438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23796494,,,,,aorta
,18631365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acetogenic
,18631365,,,,,,,,,,,,,,,,,,,,,,,,,,20003296,,,,,,,,,,acetyl-coa
,28877183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34029576,30655626,16884685",,,,,antioxidative
,,12819782,,,,,,,,,,,,,,,,,,,,,,12093748,,,,,,,,,,,,,fbp
,,15220430,,,,,,,,,,,,,"20945367,17892558",,,,,,,,,,,,16534748,,,,,,,,,,detergent-resistant
,,16135753,,,,,,,,9341872,,,,,,,,,,,27761515,,,,,,,,,,,,,,,,parkinsonism
,,16135753,,,,27404450,,,,,,,,,,,,,,,26072516,24821812,,,,,,,,,,,,,,,neurotoxic
,,18695251,,,,,,,,,,,,,,,,,,,,,,,,,26150808,,,,,17141802,,,,12709428,genotoxic
,,19289464,,,,,,,,,,,,11790253,,,,,,,31797905,,,,,,,,,,,,,,,,sequestration
,,19289464,,,,,,,,"22416126,9756848",,,,,,,,,,,,,,,,19815555,,,,,,,,,,,copurified
,,29215095,,,,,,,,,,,,,,,,,,,,12031592,,,,,,,,,,,,,,,consanguineous
,,29215095,,16510503,,,21911385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,symmetric
,,,,,,,,,,,,,,,,,,,,,,,,,,15705566,,,,,,,,,,,leucine-zipper
,,,,,,,,,,,,,,,,,,,,,,,,,,,31620020,,,,,,,,,,exhaustive
,,19622630,,,,18039846,,,,,,,,,,,,,,,,,,32471444,,,,,,,,25640076,,,,,stimulus
,,23116197,,,,31793855,,,35887102,,,,,,,,,,,,,,,,,,23116197,,,,,21526488,,,,,canine
,,35154294,,25005894,,,,,,,,,,,,,,,,,,,,,,,,,,32196615,,,,,,,upregulate
,,19609968,,,,,,,28270566,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcoholic
,,19609968,,,,,,,,,,,,,,,,,,,,,,,,,,,,24204595,,29804005,,,,,centrifugation
,,19609968,,,,,,,,,,,,,,,,,,16449382,,,,,,,,,,,,,,,,,icat
,,,32144752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31272713,20678994",preoptic
,,,32144752,,,,,,,34810232,,,,,30459560,,,,,,,,,,,,,,,,,,,,,,neocortex
,,,35749873,,,,,,,,,,,,,,,,,,25479903,22783226,,,,,,,,,,,25240600,,,,microbe
,,,34102191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg101209
,,,"28433741,29198722,26706854,25105228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acromelic
,,,"28433741,29198722,26706854,25105228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dysostosis
,,,"29198722,26706854,25105228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,afnd
,,,25105228,,27760456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dysplasia
,,,28163244,,,,,,,,17452463,,,,,,,,,,,,,,,,,,,,,,,,,,hdac3
,,,,"16510503,15465488",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maculae
,,,,16510503,17051482,,16540541,,,,,,,,,,31870285,,,,,,,,,,,,,,,,,,,,morphologically
,,,,11906214,,,,,,,,,,,,,,,19469553,,,,,,,,35570264,,,,,,,,,,refinement
,,,,"22577225,34791963,18385377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,microphthalmia
,,,,"18728160,22715480,30928384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bicoid
,,,,19956411,,,,19458327,,,,,,,,,,,,33569461,,,,,,,,,,,,,,,,,fundus
,,,,"20396904,22715480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ighd
,,,,"22577225,24167467",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,otocephalic
,,,,"22577225,24167467,31969185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prrx1
,,,,22577225,21270050,,,,,,,,29546593,,,,,,,32737368,,,,,,,,,,,,,,,,,midline
,,,,30797919,,,,,,,,,,,,,,,,,,,,,,,,,,,,33889951,,,,,medulloblastoma
,,,,14645121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fugu
,,,,14645121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cis-regulators
,,,,17670791,23747543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prethalamus
,,,,35644505,,,,,,,,,,,,,,,,,35268596,,,18575609,,,,,,,,,,,,,neurotoxicity
,,,,35644505,,29525604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mppsupsup
,,,,33999993,23747543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grn
,,,,12710967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xlim-13m
,,,,12710967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mix1
,,,,12710967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siamois
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14570900,,,,,,,microinjection
,,,,"15347652,17597530",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nrl
,,,,15347652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xl-nrl
,,,,25281935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,irx3
,,,,"23139843,22011226",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,otx1b
,,,,8643671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,homopeptides
,,,,31969185,,,,,27930687,,,,,,,,33299887,,33356743,,,,,,,,,,,,,,,,,,neck
,,,,32277752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,otx2bhu3625hu3625
,,,,28988713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dedifferentiation
,,,,23867227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,onecut1
,,,,22564795,"17051482,27335460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,15562318,,,positional
,,,,"33963285,33143303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parvalbumin
,,,,34143204,,,,,,,,28241067,,,,,,,,,,,,,,32522152,,,,,,,27822460,,,,rna-sequencing
,,,,17872382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pere
,,,,18057103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foxe3
,,,,,"21086490,30297736",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pa1
,,,,,21086490,,,,,,,,,,17892558,,,,23009842,,,,,,,,,,,,,,,,,,spectra
,,,,,19393622,,,,,,,,29715315,,,,16809425,,,,,,,,,,,,,,,,,,,,ca2-activated
,,,,,12895028,,28002843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,axial
,,,,,24042587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smad1
,,,,,16115867,,,,,,,,26818658,,,,,,,24561205,,,,,,,,,,,,,,,,,up-regulates
,,,,,"16115867,15383550,18322277",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transactivates
,,,,,12815054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transdifferentiation
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tbdn100
,,,,,18498429,,21911385,,,,,,,,,,,,,,,,,,,33517344,,,,,,,,,,,maternally
,,,,,"27416760,21723936",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigene
,,,,,27416760,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8314769,33592076",,,,interchangeable
,,,,,"21723936,22986828",,,,,34810232,,,,,,,,,,,,,,,,,,,,,,28391978,,,,,gaba
,,,,,27760456,,,,,21507896,,,,,,,,,,,,,,,,,30553726,,,,,,,,,,oscillation
,,,,,26550823,,,,,,,,,,,,,,,,,30189641,,,,,,,,,,,,35265054,,,exponential
,,,,,21503878,,,,,,,27203244,,,,,31870285,,,,,,,,,,,,,25965334,,,,,,,robustly
,,,,,"21937107,18322277",,16540541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trophoblast
,,,,,21937107,,23742632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pparg
,,,,,32239379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pdk1
,,,,,32239379,,,,,,,,,,,,,,31886120,,,,,,,,31295423,,,,,,,,,,clinic
,,,,,30551440,,33760186,,,,,,,,,32077747,,,,,,,,,,,,,,,,,,,,,upregulating
,,,,,31646562,,,,,22118625,,,,,,,,,,,,,,,,,,,,,,,,,,,sw480
,,,,,31646562,,,,,,,,,,,,,,"33349268,24854554",,,,,,,,,,,,,28391163,,,,,p-akt
,,,,,31646562,,,,,,,,,,,,,32331968,,,,,,,,,35817801,,,,,,23716598,,,,rapamycin
,,,,,26512061,,,,,,,,,,,,,,28539318,,,,,,,,,,,,,,,,,,endometrium
,,,,,25954033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clp
,,,,,29901112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hfsc
,,,,,29901112,,33760186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wntβ‑catenin
,,,,,"24858471,23382810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,msx
,,,,,15581883,,12960062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wnts
,,,,,"12620122,21116826",,,,,26030138,,,,,,,,,,,,,,,,,,,,,,,,,,,segmental
,,,,,29246798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k14creertdlx3supflflsup
,,,,,29246798,,,,,17965020,,,,,,,,31408947,,,,,,,,,,,,,,,,,,,proinflammatory
